"chr","start","end","length","nCG","meanMethy1","meanMethy2","diff.Methy","areaStat","feature_class","nearest_gene","distance_to_TSS","in_CpG_island","gene_symbol"
"chr7",17056158,17056235,78,10,0.0616549520938311,0.0935746990899196,-0.0319197469960886,-83.1526570881159,"intron","XR_881846.2",6479,TRUE,"Gm32772"
"chr13",74009577,74009718,142,11,0.0505517667177032,0.0853279792768127,-0.0347762125591095,-83.0783396504564,NA,"XR_382655.2",3005,FALSE,"Gm30432"
"chr7",34538587,34539829,1243,14,0.898108111867583,0.866604300664698,0.0315038112028844,83.0637405167693,"intron","XR_881950.4",26420,TRUE,"Gm38987"
"chr9",66350995,66351078,84,15,0.0554387446760698,0.0874660727663973,-0.0320273280903275,-83.0619257588052,"intron","XM_030244333.1",35730,TRUE,"Herc1"
"chr16",20621863,20621918,56,13,0.0384277003748682,0.063019406434019,-0.0245917060591508,-83.014639401851,NA,"Gm46544",-5326,FALSE,NA
"chr11",115813484,115813562,79,15,0.0588840168707919,0.0954185497368167,-0.0365345328660248,-82.9945390181058,"intron","XM_006532363.5",-9679,TRUE,"Recql5"
"chr13",114387727,114387802,76,15,0.0415437939808375,0.0600599398745786,-0.0185161458937411,-82.9773251939717,NA,"XR_873981.4",45146,FALSE,"Gm41072"
"chr8",85298874,85299017,144,17,0.0581885807552971,0.085487389207438,-0.0272988084521409,-82.9539328687497,"intron","XR_387847.5",16365,TRUE,"Gm32854"
"chr12",51693006,51693067,62,10,0.818503470708558,0.735776502988393,0.0827269677201649,82.9360132468146,"intron","XM_006515433.5",-15478,TRUE,"Ap4s1"
"chr6",127453594,127453732,139,14,0.0687972470081417,0.107857013620658,-0.0390597666125168,-82.920794539913,"intron","NM_181402.4",23006,TRUE,"Parp11"
"chr4",4028853,4029011,159,16,0.764837707410893,0.701288736541467,0.0635489708694256,82.9123745118633,NA,"NM_181989.1",-9191,FALSE,"Sdr16c5"
"chr17",32100028,32100110,83,15,0.106784686773237,0.133904398065084,-0.0271197112918474,-82.9013803860572,NA,"XR_876742.3",-9946,FALSE,"Gm30509"
"chr2",172042064,172042130,67,13,0.0895191085208187,0.118059321704925,-0.0285402131841062,-82.8990461940726,NA,"XR_375341.2",-43732,FALSE,"Gm35719"
"chr7",45049662,45049735,74,12,0.934623468323619,0.895220789820825,0.0394026785027942,82.8682192542047,NA,"XM_036152829.1",-4486,FALSE,"Snrnp70"
"chr11",12026473,12026525,53,16,0.362570231412668,0.330530293061924,0.0320399383507437,82.8525910428058,NA,"Gm24036",-22171,FALSE,NA
"chr7",143805039,143805095,57,9,0.962219164195856,0.92516846544403,0.0370506987518259,82.8467845193148,"intron","XM_030242327.1",11519,TRUE,"Shank2"
"chr3",90465512,90465573,62,17,0.0630526845783796,0.0865790134935488,-0.0235263289151692,-82.8270217944416,"prom","NM_001410569.1",-1998,FALSE,NA
"chr12",20196524,20196593,70,25,0.133810508418019,0.160165839581669,-0.0263553311636497,-82.8101902105841,NA,"Gm9269",-49974,FALSE,NA
"chr11",119603567,119603645,79,16,0.0616661721506186,0.088351288886576,-0.0266851167359575,-82.7839362492073,"intron","XM_036157047.1",-16786,TRUE,"Rptor"
"chr17",57080854,57080952,99,12,0.949334669774433,0.914164031915145,0.035170637859288,82.7646167435069,NA,"NM_001195673.1",3580,FALSE,"Prr22"
"chr15",80160182,80160252,71,10,0.931749446089702,0.84023849528993,0.0915109507997729,82.75595321579,NA,"NM_001044308.2",-11187,FALSE,"Cacna1i"
"chr19",60580386,60580440,55,14,0.0405399131656993,0.0609937234050662,-0.0204538102393669,-82.7493990454943,NA,"NM_001172097.2",-10967,FALSE,"Cacul1"
"chr8",48180464,48180703,240,17,0.92847485894618,0.883788194605364,0.0446866643408155,82.7473208315089,NA,"NM_001359133.1",-13499,FALSE,"Cdkn2aip"
"chr14",52197223,52197284,62,14,0.0495488096391702,0.0771579657710322,-0.027609156131862,-82.7403302967772,NA,"Gm19259",-9131,FALSE,NA
"chr6",78353135,78353197,63,12,0.860779063759303,0.820835067198771,0.0399439965605324,82.7352432708237,"intron","NM_013893.2",2652,TRUE,"Reg3d"
"chr8",70865694,70865780,87,19,0.0535838383410793,0.0716220972585419,-0.0180382589174626,-82.7173587891929,"intron","XM_011242313.4",26448,TRUE,"Crtc1"
"chr5",142904517,142904620,104,14,0.19774450365166,0.253550643625416,-0.0558061399737559,-82.7021296064561,NA,"NM_007393.5",-12009,FALSE,"Actb"
"chr17",35000409,35000528,120,7,0.0642665969148351,0.149164253548485,-0.0848976566336501,-82.6498611906091,"exon","Tnxa",4882,TRUE,NA
"chr14",52008326,52008405,80,8,0.790055963401953,0.874627685110317,-0.084571721708364,-82.6035743391154,"intron","NM_177544.4",2643,TRUE,"Ang4"
"chr15",99527628,99527710,83,13,0.442225330051858,0.361052423205773,0.0811729068460849,82.6030993698238,"intron","NM_012025.8",21795,TRUE,"Racgap1"
"chr7",35770292,35770737,446,11,0.931929996192421,0.894991807692882,0.036938188499539,82.5991363801236,NA,"XR_881970.1",-4931,FALSE,"Gm38991"
"chr4",3458802,3459007,206,20,0.947747400829195,0.921833813743149,0.025913587086046,82.4993790489551,NA,"NR_165837.1",52894,FALSE,"Gm11787"
"chr2",118374060,118374134,75,12,0.0807565385267155,0.12353236107041,-0.0427758225436945,-82.4572912732035,"intron","NR_138603.2",949,TRUE,"Bmf"
"chr3",155151869,155151935,67,13,0.877848843933349,0.803830310362109,0.0740185335712404,82.4418503114878,NA,"Scp2-ps1",-68124,FALSE,NA
"chr3",7304122,7304223,102,18,0.931281345373176,0.898979386923366,0.0323019584498108,82.4228384388099,NA,"Gm8823",-45853,FALSE,NA
"chr16",94997655,94997754,100,15,0.101365495657041,0.14580656976451,-0.0444410741074683,-82.4051936305393,"intron","XR_876286.2",-44041,TRUE,"Gm31754"
"chr6",71632960,71633013,54,14,0.0760492985119689,0.1476754986048,-0.0716262000928315,-82.3811021291427,NA,"Gm6063",-13840,FALSE,NA
"chr9",20671786,20671856,71,7,0.861956575008032,0.755431250380207,0.106525324627825,82.3221666113977,"prom","XR_379174.2",-1319,FALSE,"Gm35860"
"chr2",119351562,119353960,2399,14,0.239155535559987,0.284450600439066,-0.0452950648790789,-82.3021984400185,"intron","Gm14208",-11856,TRUE,NA
"chr9",4238603,4238735,133,22,0.923712292080869,0.892258960959602,0.0314533311212679,82.2997385101105,NA,"Gm5363",25231,FALSE,NA
"chr4",24289998,24290117,120,18,0.901309754998826,0.844407798116129,0.0569019568826968,82.2842240106711,"intron","Gm11892",51901,TRUE,NA
"chr4",135963154,135963243,90,10,0.0672094026200876,0.144602790468827,-0.0773933878487394,-82.2783544811188,"intron","XM_006538711.5",-12010,TRUE,"Tcea3"
"chr3",84814524,84814653,130,22,0.0594395041952576,0.0805477808895602,-0.0211082766943026,-82.2781903232117,"intron","Gm46808",6070,TRUE,NA
"chr16",33761490,33763615,2126,11,0.94783643554143,0.903043176052338,0.0447932594890917,82.1988192352259,"intron","NM_009471.3",23794,TRUE,"Umps"
"chr10",79762161,79762266,106,15,0.952272052212416,0.923355740830569,0.0289163113818469,82.1897771930417,NA,"XR_001779822.2",560,TRUE,"Gm40715"
"chr2",4401357,4401413,57,23,0.0583732078338056,0.0825362384536847,-0.0241630306198791,-82.1226094618521,"intron","XM_006497442.3",-2652,TRUE,"Frmd4a"
"chr5",91074550,91074612,63,10,0.2826254179696,0.431034732604431,-0.148409314634831,-82.1016850915661,NA,"XM_030254760.2",-4092,FALSE,"Mthfd2l"
"chr3",154647270,154647352,83,9,0.51311413254935,0.585018151761226,-0.0719040192118754,-82.0960583470934,NA,"Gm18589",103798,TRUE,NA
"chr13",5861852,5861902,51,13,0.061698637996938,0.112262181229743,-0.0505635432328054,-82.0920097347232,NA,"XR_004938191.1",-7086,FALSE,"Gm35413"
"chr16",10545190,10545273,84,13,0.045795002733725,0.0675126616511722,-0.0217176589174472,-82.0787006906584,"intron","XR_004939301.1",-20009,TRUE,"Gm53935"
"chr9",54765597,54765679,83,11,0.0789807528462387,0.130369296775661,-0.0513885439294223,-82.0754707380837,NA,"XM_006511335.4",-4263,FALSE,"Ireb2"
"chr2",121457255,121457379,125,12,0.051959049988387,0.0918736954331106,-0.0399146454447236,-82.0500386063348,"intron","Gm14021",74828,TRUE,NA
"chr17",35969877,35969971,95,16,0.0592097906315959,0.087542830533693,-0.0283330399020971,-82.0410599783869,NA,"XM_036160776.1",6797,TRUE,"Vars2"
"chr1",153907916,153908003,88,16,0.952923895189751,0.925670370365005,0.0272535248247464,82.0151853725829,"intron","XR_001779496.2",-31441,TRUE,"Gm46165"
"chr3",108414165,108414362,198,12,0.943029513605767,0.908355970075235,0.0346735435305311,81.9841030384272,"intron","XR_004941757.1",8733,TRUE,"Gm23336"
"chr14",3208784,3208851,68,12,0.0729780292350657,0.0970924048775654,-0.0241143756424997,-81.9503660875314,NA,"Gm6122",30300,FALSE,NA
"chr13",72630999,72631066,68,12,0.105140161280338,0.153744655534169,-0.048604494253831,-81.9401553784369,NA,"Gm4057",-10297,FALSE,NA
"chr4",148806430,148806610,181,12,0.0809194510926331,0.120800206605327,-0.0398807555126938,-81.9331825005474,NA,"XR_003953377.2",8303,FALSE,"Gm13203"
"chr6",87010138,87010208,71,12,0.0576620087451762,0.100168286372698,-0.0425062776275219,-81.9127151927496,NA,"NM_013528.3",-9620,FALSE,"Gfpt1"
"chr1",185332033,185332112,80,16,0.0394757353409027,0.0627565156104945,-0.0232807802695917,-81.8979111698521,NA,"XR_373798.2",-18690,FALSE,"Gm35023"
"chr2",24934810,24934899,90,16,0.0495939310189978,0.0824462257998603,-0.0328522947808625,-81.8614927435946,"intron","XM_030251905.2",-9471,TRUE,"Nsmf"
"chr19",19110529,19110582,54,16,0.0856012117460287,0.16144961287292,-0.0758484011268912,-81.7995785459116,NA,"NM_001043354.2",-21970,FALSE,"Rorb"
"chr8",121273615,121273732,118,14,0.765062838077299,0.807269415002594,-0.0422065769252948,-81.7638418909592,"intron","NR_106159.1",8182,TRUE,"Mir7687"
"chr1",120964346,120964416,71,12,0.649163997518557,0.541068468242097,0.10809552927646,81.7560290896932,NA,"NR_175843.1",-42934,FALSE,NA
"chrX",58028250,58028302,53,10,0.127181606737209,0.210594653244776,-0.0834130465075676,-81.7488212087211,NA,"NM_023774.3",71431,FALSE,"Magea13"
"chr6",30304581,30304679,99,12,0.0351819510012803,0.0752747244130983,-0.040092773411818,-81.7223201650221,NA,"NR_166056.1",0,TRUE,"1700095J07Rik"
"chr4",109982820,109982963,144,20,0.102914130920165,0.143062932777176,-0.0401488018570112,-81.7172733119778,NA,"NR_168597.1",-26903,FALSE,"Gm33070"
"chr19",8967236,8967331,96,12,0.0612847307966526,0.126854838051118,-0.0655701072544649,-81.6961755487541,NA,"XM_006527253.5",-442,TRUE,"Ahnak"
"chr14",55560042,55560465,424,15,0.0544511925422093,0.0958417281910553,-0.0413905356488461,-81.6072130357449,NA,"Gm6852",28027,FALSE,NA
"chr8",96339509,96339593,85,12,0.914854071921223,0.838198326883775,0.0766557450374482,81.6027430801531,"exon","Gm31518",19422,TRUE,NA
"chr11",101582382,101582463,82,9,0.130566310644977,0.0735737795835457,0.0569925310614312,81.5575098656368,NA,"XR_880218.1",-4614,FALSE,"Gm39391"
"chr2",19431672,19431726,55,9,0.208565146834067,0.336061355354425,-0.127496208520358,-81.5561854689982,"intron","XR_003953767.1",5504,TRUE,"Gm13344"
"chr5",23850802,23850893,92,18,0.0516628054767595,0.0704418946508493,-0.0187790891740897,-81.5434945741424,"intron","XM_036164955.1",-28594,TRUE,"Srpk2"
"chr4",105109750,105109839,90,12,0.0643669089470948,0.0982970182641614,-0.0339301093170666,-81.5420727325785,NA,"XR_004942141.1",-8523,FALSE,"Gm54244"
"chr3",85307438,85307529,92,12,0.925529231613478,0.901688577663873,0.0238406539496048,81.5416289986822,"intron","XR_375769.2",1878,TRUE,"Gm31359"
"chr11",19810520,19811884,1365,10,0.924622017437426,0.81746578538305,0.107156232054377,81.5331711337665,NA,"NM_033523.4",-62558,FALSE,"Spred2"
"chr12",54862361,54862433,73,12,0.0410824648486237,0.0666306234172313,-0.0255481585686076,-81.5037859633415,NA,"NM_001416020.1",-19898,FALSE,NA
"chr10",81343467,81343543,77,12,0.0689883682164355,0.103134496437288,-0.0341461282208521,-81.5018801388409,"intron","NM_010102.2",-7497,TRUE,"S1pr4"
"chr2",36513303,36513421,119,16,0.845470343534621,0.902502526886254,-0.0570321833516331,-81.4724005735773,NA,"NM_146945.1",-16632,FALSE,"Olfr345"
"chr2",136550310,136550372,63,12,0.908185005926658,0.876960955995962,0.0312240499306958,81.4089025710986,"intron","XM_017316761.2",-4987,TRUE,"Snap25"
"chr4",152536116,152537212,1097,14,0.882774945749333,0.813937856858053,0.0688370888912794,81.3931254265274,"intron","NM_001355172.1",191,TRUE,"Kcnab2"
"chr13",45078551,45078688,138,13,0.635717467612972,0.702716385908131,-0.0669989182951592,-81.3738605047801,"intron","XM_006516984.5",27095,TRUE,"Dtnbp1"
"chr5",143751010,143751132,123,18,0.818753872177569,0.715163155663272,0.103590716514297,81.3707645321342,NA,"NR_015486.2",6903,FALSE,"D130017N08Rik"
"chr4",32240141,32240236,96,13,0.0592110991456642,0.106325371811479,-0.047114272665815,-81.3613277928347,"intron","XM_006537566.5",1569,TRUE,"Bach2"
"chr4",134102775,134102828,54,9,0.0732160656037081,0.135331929563341,-0.0621158639596331,-81.3385311797394,NA,"XM_006539058.2",-2883,FALSE,"Extl1"
"chr17",31677417,31678335,919,10,0.854470028450129,0.735054342249795,0.119415686200334,81.3092409791428,NA,"XM_036160402.1",14530,TRUE,"Pde9a"
"chr11",120171413,120171549,137,10,0.478206803271817,0.595920240462425,-0.117713437190608,-81.2389490054144,"intron","XR_004937128.1",-41448,TRUE,"Gm11772"
"chr13",57907431,57907513,83,13,0.108135178045391,0.134426089635609,-0.0262909115902183,-81.2346439804979,"intron","NM_009262.3",148634,TRUE,"Spock1"
"chr18",42395160,42395274,115,17,0.127035388255082,0.157397019301282,-0.0303616310461998,-81.2279546588359,NA,"NM_134137.3",0,TRUE,"Lars"
"chr11",109011715,109011787,73,13,0.258706193962277,0.229571608497627,0.02913458546465,81.2032308882506,NA,"NR_037978.1",23409,FALSE,"E030025P04Rik"
"chr19",6070761,6070881,121,13,0.936612562223881,0.910018483540871,0.0265940786830104,81.1458751106995,NA,"NM_001110504.1",-4907,FALSE,"Capn1"
"chr16",10835006,10835094,89,18,0.0340946259574178,0.0510309442241551,-0.0169363182667374,-81.1420499988369,NA,"NR_040518.1",8246,FALSE,"Gm4262"
"chrX",12078562,12078639,78,19,0.0389834328860409,0.064208846112312,-0.0252254132262711,-81.1154084820318,NA,"Gm14521",-31596,FALSE,NA
"chr10",127792725,127792827,103,18,0.939646279594518,0.892697510100259,0.0469487694942585,81.1112773512447,NA,"XR_004936569.1",-3682,FALSE,"Gm23996"
"chr9",65133067,65133193,127,10,0.94543489841822,0.874465096688856,0.0709698017293641,81.1051519937709,"intron","XM_011242702.3",10658,TRUE,"Parp16"
"chr8",106060196,106060284,89,9,0.0466895351264514,0.0854955701177862,-0.0388060349913348,-81.0833484174206,NA,"XM_036153971.1",4256,TRUE,"Fhod1"
"chr8",64206308,64206388,81,11,0.0541888132839815,0.120550752989884,-0.0663619397059024,-81.0427712528084,"intron","XR_379022.2",24123,TRUE,"Gm35424"
"chr6",89779761,89779915,155,16,0.920420032781409,0.886329964173023,0.034090068608386,80.9893281482324,NA,"Vmn1r-ps27",3012,FALSE,NA
"chr18",3101906,3101957,52,8,0.889986438378121,0.813647085663294,0.0763393527148268,80.9086133176218,NA,"Vmn1r-ps152",-20431,FALSE,NA
"chr7",67758814,67758883,70,16,0.120536255712232,0.17136215804091,-0.0508259023286782,-80.8923923959655,"intron","XM_006540645.4",-39441,TRUE,"Igf1r"
"chr7",45791143,45792563,1421,11,0.785214462937061,0.727750579855645,0.0574638830814159,80.8184546327376,"intron","NM_001403110.1",-25636,TRUE,NA
"chr5",19341774,19341917,144,12,0.898310842877288,0.855918573488315,0.0423922693889728,80.7967814922474,NA,"Gm32102",-66758,FALSE,NA
"chr14",21052464,21052577,114,16,0.142265787734677,0.323876157345054,-0.181610369610377,-80.7828676726849,"intron","Gm30274",8836,TRUE,NA
"chr12",100110062,100110154,93,14,0.0487949587507021,0.0782278997039183,-0.0294329409532162,-80.7441974968973,"exon","NM_001377383.1",15755,TRUE,"Nrde2"
"chr7",59500078,59500142,65,15,0.923756433935028,0.884028409211709,0.0397280247233192,80.7125970886359,"intron","XR_004934622.1",8914,TRUE,"Gm26433"
"chr11",96340981,96341885,905,11,0.454261772317083,0.387418587191256,0.066843185125827,80.7115850913951,"intron","NR_033524.1",13489,TRUE,"Gm11529"
"chr4",40854221,40854323,103,16,0.0488002422955749,0.0700374080133042,-0.0212371657177293,-80.7087203500531,NA,"NR_165793.2",-238,TRUE,"B4galt1"
"chrUn_GL456382",18705,22357,3653,18,0.929049664498877,0.863541219188977,0.0655084453099,80.6502806562378,NA,NA,NA,FALSE,NA
"chr4",135698742,135698803,62,7,0.867459608256092,0.819074410347877,0.0483851979082159,80.6378255540653,"intron","NM_001419045.1",417,TRUE,NA
"chr1",114134594,114134673,80,13,0.922561517474708,0.871919053586001,0.0506424638887064,80.622558166368,NA,"XR_387305.4",-271560,FALSE,"Gm32985"
"chr2",37786830,37786891,62,12,0.184478134990432,0.21525474281341,-0.0307766078229783,-80.6198586526,"intron","NM_001163566.2",120571,TRUE,"Crb2"
"chr5",98185178,98185249,72,15,0.0561716296843672,0.0790253865134451,-0.022853756829078,-80.5920432509519,NA,"n-TKctt8",3773,FALSE,NA
"chr4",56865034,56865097,64,17,0.0341828067972495,0.0623755949725475,-0.028192788175298,-80.5784865931339,"exon","NM_018761.3",115,TRUE,"Ctnnal1"
"chr4",40028634,40028707,74,11,0.951586075251498,0.919425809305818,0.03216026594568,80.5460407416967,NA,"Gm12388",-40432,FALSE,NA
"chr18",80698133,80699553,1421,14,0.927184307254512,0.903707204236149,0.0234771030183626,80.4749190922817,"intron","XR_003952609.2",18206,TRUE,"Gm52342"
"chr4",155464519,155464598,80,7,0.729466368117969,0.822588262816956,-0.0931218946989876,-80.4641240200287,NA,"XM_036163680.1",17901,FALSE,"Gabrd"
"chr8",34965771,34965880,110,14,0.048264186950004,0.0752081152330671,-0.026943928283063,-80.4489091235236,NA,"Gm8268",-2835,FALSE,NA
"chr2",174286107,174286198,92,11,0.449031355615625,0.33753939167479,0.111491963940835,80.4311621954286,NA,"Rpl30-ps5",-2960,FALSE,NA
"chr10",91181500,91181584,85,14,0.0473065711378378,0.0688928874190724,-0.0215863162812346,-80.425193098557,NA,"XR_004936586.1",-25221,FALSE,"LOC115487527"
"chr17",6961121,6961193,73,19,0.0453508822436451,0.061692261203753,-0.0163413789601079,-80.4081156241804,"intron","NM_183370.2",4652,TRUE,"Sytl3"
"chr3",75419001,75419148,148,21,0.919228597191089,0.836724294918085,0.0825043022730044,80.3792534015324,NA,"XM_030252532.1",-29530,FALSE,"Wdr49"
"chr19",60467861,60467919,59,13,0.145447755686314,0.219477857171505,-0.0740301014851915,-80.3784838785371,NA,"XM_006527057.4",-9955,FALSE,"Prlhr"
"chr11",70255253,70255319,67,10,0.0879610441233191,0.138571786244399,-0.0506107421210804,-80.3764410763304,"intron","Gm12312",6564,TRUE,NA
"chr6",141141331,141141399,69,11,0.926860309093081,0.88130119501843,0.0455591140746514,80.3412870390951,"intron","NM_018779.2",-53596,TRUE,"Pde3a"
"chr19",5457379,5457479,101,17,0.0594640894683603,0.0963665998638483,-0.036902510395488,-80.335802387589,NA,"NR_015545.2",538,TRUE,"4930481A15Rik"
"chr3",131490729,131490823,95,11,0.0991416677677169,0.141748489649971,-0.0426068218822538,-80.3284657217315,NA,"XR_376086.3",-108036,FALSE,"Gm29865"
"chr9",62677870,62677939,70,14,0.120228227995863,0.173667482033164,-0.0534392540373017,-80.28883539238,"intron","Gm7653",-19231,TRUE,NA
"chr3",159674903,159675007,105,10,0.709556210247203,0.643848611855454,0.0657075983917487,80.2769815411435,NA,"XR_004941649.1",-52906,FALSE,"Gm23941"
"chr7",141294729,141294816,88,12,0.119301171841989,0.16410051983122,-0.0447993479892311,-80.276010667911,"exon","NM_023566.4",18148,TRUE,"Muc2"
"chr13",60156572,60156654,83,7,0.594512857399781,0.726711294824741,-0.13219843742496,-80.2747375748332,NA,"XR_382539.2",18092,FALSE,"Gm35143"
"chr4",124894878,124894943,66,23,0.0517546514313238,0.0718517387137639,-0.0200970872824401,-80.2648675400124,"intron","XR_003955275.1",-13879,TRUE,"Gm12930"
"chr19",27402215,27402272,58,14,0.945406525821435,0.909186414446731,0.0362201113747035,80.2618222860447,"intron","NM_001403084.1",4993,TRUE,NA
"chr10",12868794,12868953,160,12,0.0456945420499534,0.0856909229006079,-0.0399963808506544,-80.2612041312094,NA,"XR_004936583.1",1202,FALSE,"LOC115487524"
"chr6",99028683,99028770,88,13,0.0634070227567882,0.0887974219719409,-0.0253903992151527,-80.2610351942407,NA,"XM_006505320.4",1310,TRUE,"Foxp1"
"chr7",27404398,27404505,108,12,0.0698028428400451,0.102999873541933,-0.0331970307018879,-80.2388555324755,"exon","Phf5b-ps",-4641,TRUE,NA
"chr1",185332213,185332299,87,14,0.0393771698115755,0.062785148669868,-0.0234079788582925,-80.1990738098094,NA,"XR_373798.2",-18503,FALSE,"Gm35023"
"chr6",55091320,55091424,105,16,0.916973374346199,0.886629066792176,0.030344307554023,80.111810150017,"intron","NM_001288619.1",3475,TRUE,"Crhr2"
"chr8",57676373,57676528,156,14,0.956042672232127,0.900377823377933,0.0556648488541944,80.073059848576,NA,"Gm17994",68548,FALSE,NA
"chr11",51059234,51059314,81,12,0.0676175048945696,0.0986390613107992,-0.0310215564162296,-80.0422717634446,NA,"LOC118567926",9278,FALSE,NA
"chr1",74949897,74949967,71,22,0.109017646736333,0.153748677377756,-0.0447310306414231,-80.0250511342239,NA,"NR_029876.1",-10018,TRUE,"Mir375"
"chr15",101532667,101532745,79,7,0.937098808508537,0.896953227164519,0.0401455813440181,80.0137545928181,NA,"NM_001003670.2",3943,TRUE,"Gm5414"
"chr4",49466563,49466664,102,19,0.883930803465853,0.857686459430275,0.0262443440355781,79.987891778191,"intron","XR_004942293.1",-7643,TRUE,"Gm26424"
"chr4",108079435,108079502,68,10,0.924831450144122,0.89816799744099,0.0266634527031319,79.960608964325,"exon","XM_006502976.4",-4151,TRUE,"Zyg11a"
"chr11",86201767,86201873,107,15,0.047939156701308,0.0862539851984849,-0.0383148284971768,-79.9192929503861,"intron","XR_004937384.1",-6219,TRUE,"LOC115487929"
"chr2",50296680,50296765,86,12,0.0619505946068987,0.11452251030841,-0.0525719157015112,-79.9160901863235,"intron","NR_154590.1",51645,TRUE,"Gm48908"
"chrX",21274768,21274857,90,6,0.859841331046636,0.752196859014184,0.107644472032452,79.9082844915911,NA,"NR_045668.1",47666,FALSE,"Gm5124"
"chrX",134059098,134059160,63,14,0.0402679080797257,0.0589539550541101,-0.0186860469743844,-79.9013775981593,NA,"Gm25868",-7437,FALSE,NA
"chr17",33362340,33362428,89,13,0.903669378658819,0.879715890730795,0.0239534879280243,79.8946765563501,NA,"XM_030250200.1",-699,TRUE,"Gm21062"
"chr15",94523281,94523398,118,14,0.889553449547351,0.84003942224914,0.0495140272982111,79.8864117834632,NA,"NM_178789.4",-3668,FALSE,"Tmem117"
"chr10",62231233,62231290,58,16,0.0565094542162145,0.080128377649654,-0.0236189234334395,-79.8498753213788,NA,"XM_011243398.4",13204,TRUE,"Hkdc1"
"chr13",10360616,10360690,75,17,0.0463524034450475,0.0650132105771567,-0.0186608071321092,-79.8401856436537,"intron","XR_001780860.2",-48825,TRUE,"Gm26861"
"chr11",23895040,23895177,138,14,0.071694210482247,0.104312721468269,-0.0326185109860219,-79.836023614716,NA,"XR_872316.1",34461,FALSE,"Gm12061"
"chr13",41249821,41249923,103,16,0.067528732704032,0.10256850252762,-0.0350397698235875,-79.8286438839307,NA,"NM_008104.2",13542,FALSE,"Gcm2"
"chr12",112611968,112613689,1722,15,0.900801180640645,0.84086803667651,0.0599331439641348,79.760306206937,NA,"NM_013929.2",708,TRUE,"Siva1"
"chr18",37807090,37807222,133,10,0.0801737395766695,0.127514566347512,-0.0473408267708423,-79.7595266086938,NA,"NM_033586.2",-166,TRUE,"Pcdhga3"
"chr7",100479534,100479850,317,9,0.899336331600133,0.814728253227097,0.0846080783730365,79.7505324219079,"intron","XM_006507936.5",24298,TRUE,"Relt"
"chr14",55542509,55542574,66,9,0.955102293620983,0.917486179382805,0.037616114238178,79.7305210152873,NA,"Gm6852",45918,FALSE,NA
"chr5",125038826,125038951,126,14,0.923581519503127,0.857732917707188,0.0658486017959392,79.688720889497,"intron","XR_001784960.2",15861,TRUE,"Gm40321"
"chr12",91590518,91590601,84,16,0.0427252306928972,0.0627180481864174,-0.0199928174935203,-79.6868348152989,NA,"XM_017315260.3",-31417,FALSE,"Gtf2a1"
"chr12",101819165,101819249,85,17,0.0750186662526462,0.170827338929983,-0.0958086726773372,-79.6862061574544,"intron","XM_006515866.3",-33625,TRUE,"Fbln5"
"chr10",17024116,17024204,89,9,0.958056872511405,0.926076811510569,0.0319800610008365,79.6842498822202,NA,"NR_038020.1",-52587,FALSE,"Gm20125"
"chr11",98796338,98796470,133,18,0.0436741443858646,0.06413231297376,-0.0204581685878954,-79.6767500817586,"exon","NM_001362735.1",-2157,TRUE,"Cdc6"
"chr7",6696358,6696429,72,18,0.0867897206840696,0.125217162024728,-0.038427441340658,-79.6735972382935,"intron","NM_011769.4",3003,TRUE,"Zim1"
"chr11",105292869,105292937,69,17,0.0693801698170492,0.100988179960741,-0.0316080101436917,-79.6589777775637,NA,"NR_190056.1",38893,TRUE,NA
"chr13",113317719,113317809,91,10,0.935632737624453,0.884852008570873,0.0507807290535798,79.6522637903403,"prom","NM_008196.2",-221,FALSE,"Gzmk"
"chr16",52453074,52453186,113,16,0.0335669333032907,0.0517259144522284,-0.0181589811489377,-79.6493317783764,NA,"Gm52279",55425,FALSE,NA
"chr7",6383526,6383594,69,11,0.0534017678190277,0.084195857827489,-0.0307940900084613,-79.6237833442212,NA,"NM_175247.3",-2723,TRUE,"Zfp28"
"chr16",42657225,42657332,108,13,0.920734711981803,0.818701041042291,0.102033670939513,79.5880710941806,"intron","NR_040521.1",38619,TRUE,"4932412D23Rik"
"chr7",82868064,82868123,60,12,0.0385253218684153,0.0643729037236234,-0.0258475818552081,-79.5816753767287,NA,"NM_177895.3",70388,FALSE,"A530021J07Rik"
"chr11",116168274,116168348,75,14,0.049135926806881,0.0783539435042782,-0.0292180166973972,-79.5666219635232,NA,"XM_011248727.4",-2172,FALSE,"Galr2"
"chr9",91217570,91217620,51,8,0.873921716939983,0.775729985667429,0.0981917312725535,79.4835805325151,NA,"XR_870994.2",-15520,TRUE,"Gm40545"
"chr11",28584279,28584368,90,13,0.076983502340319,0.112380874681669,-0.0353973723413503,-79.4807765802261,"intron","XR_004936912.1",-47046,TRUE,"Ccdc85a"
"chr14",31250927,31251015,89,17,0.0482924824332713,0.068334556171553,-0.0200420737382817,-79.4407701064877,"intron","XM_011245106.1",28753,TRUE,"Colq"
"chr17",3350197,3350365,169,13,0.365011574527546,0.581114825546208,-0.216103251018662,-79.4378469270585,NA,"Gm6475",14208,FALSE,NA
"chr6",101377423,101377475,53,13,0.0659346061626063,0.0890555005493537,-0.0231208943867474,-79.3953353599254,NA,"NM_018884.2",-22566,FALSE,"Pdzrn3"
"chr17",28032236,28032323,88,7,0.924746683852773,0.767719372421648,0.157027311431125,79.3921088145791,"intron","NM_001033279.3",7194,TRUE,"Ilrun"
